Sigma	17.306233	46.785579	
Wavelen	Vt1	Vt2	
1370.973744	0.025401	-0.077579	
1371.953700	0.033874	-0.084392	
1372.935057	0.029846	-0.087434	
1373.917819	0.030403	-0.091269	
1374.901989	0.033050	-0.091620	
1375.887571	0.038581	-0.096785	
1376.874566	0.040684	-0.097742	
1377.862978	0.037923	-0.103950	
1378.852810	0.037868	-0.107954	
1379.844066	0.033638	-0.116720	
1380.836748	0.043263	-0.124743	
1381.830859	0.050572	-0.133035	
1382.826403	0.047522	-0.132367	
1383.823382	0.049818	-0.141728	
1384.821799	0.049528	-0.138148	
1385.821659	0.052512	-0.143106	
1386.822963	0.050165	-0.143108	
1387.825716	0.052628	-0.148733	
1388.829919	0.048760	-0.136194	
1389.835577	0.050522	-0.128054	
1390.842692	0.049980	-0.107521	
1391.851268	0.047855	-0.103337	
1392.861307	0.041055	-0.098880	
1393.872814	0.041362	-0.092651	
1394.885791	0.033854	-0.071471	
1395.900241	0.040156	-0.051588	
1396.916168	0.028908	-0.033015	
1397.933575	0.019785	-0.010711	
1398.952465	0.017960	0.014816	
1399.972841	0.013567	0.037407	
1400.994707	0.001191	0.052260	
1402.018065	0.001724	0.075582	
1403.042920	-0.000322	0.095364	
1404.069274	-0.008701	0.103790	
1405.097131	-0.012065	0.109652	
1406.126493	-0.019662	0.115419	
1407.157365	-0.014677	0.118757	
1408.189750	-0.016464	0.121578	
1409.223651	-0.017430	0.116940	
1410.259071	-0.013889	0.104303	
1411.296014	-0.008328	0.093701	
1412.334482	-0.007666	0.087368	
1413.374480	-0.003170	0.078926	
1414.416011	0.001812	0.064341	
1415.459078	0.001871	0.051938	
1416.503685	0.017219	0.046091	
1417.549834	0.014666	0.035989	
1418.597530	0.025215	0.025972	
1419.646776	0.024593	0.023357	
1420.697575	0.039204	0.019566	
1421.749931	0.037367	0.012577	
1422.803847	0.042898	0.009595	
1423.859326	0.042331	0.002994	
1424.916373	0.050162	-0.007568	
1425.974990	0.053924	-0.007530	
1427.035182	0.057214	-0.012970	
1428.096951	0.051340	-0.014242	
1429.160301	0.059073	-0.015886	
1430.225236	0.057459	-0.017527	
1431.291760	0.053116	-0.022481	
1432.359875	0.064200	-0.018750	
1433.429585	0.070762	-0.012259	
1434.500894	0.063659	-0.011246	
1435.573806	0.067237	-0.004949	
1436.648324	0.063335	0.001699	
1437.724452	0.059246	0.004930	
1438.802193	0.054896	0.004014	
1439.881552	0.052345	0.008527	
1440.962530	0.049134	0.008809	
1442.045133	0.048388	0.010775	
1443.129364	0.039113	0.006581	
1444.215227	0.036968	0.006885	
1445.302725	0.035741	0.006655	
1446.391862	0.037080	0.016735	
1447.482642	0.033818	0.011456	
1448.575068	0.024173	0.008856	
1449.669144	0.017823	0.011593	
1450.764875	0.021037	0.015922	
1451.862263	0.011644	0.018350	
1452.961312	0.013521	0.020311	
1454.062026	0.016693	0.025638	
1455.164410	0.010049	0.030491	
1456.268466	0.007613	0.039711	
1457.374199	0.002604	0.048741	
1458.481613	0.002843	0.053979	
1459.590710	0.005898	0.068179	
1460.701496	0.004738	0.071329	
1461.813974	-0.001487	0.077611	
1462.928147	-0.009269	0.082347	
1464.044020	-0.017376	0.088495	
1465.161597	-0.026082	0.089422	
1466.280881	-0.029951	0.092938	
1467.401877	-0.030823	0.100328	
1468.524588	-0.036295	0.110301	
1469.649019	-0.039024	0.104061	
1470.775172	-0.037496	0.104192	
1471.903053	-0.034016	0.106747	
1473.032665	-0.031565	0.109848	
1474.164012	-0.038296	0.110435	
1475.297099	-0.028905	0.111564	
1476.431928	-0.025142	0.093251	
1477.568505	-0.013414	0.081542	
1478.706833	-0.012329	0.063592	
1479.846916	-0.017729	0.046659	
1480.988759	-0.021365	0.035486	
1482.132365	-0.016309	0.029033	
1483.277739	-0.020941	0.019695	
1484.424884	-0.014548	0.016098	
1485.573805	-0.012705	0.006082	
1486.724506	-0.006128	0.002951	
1487.876991	-0.006934	-0.004396	
1489.031264	-0.003253	-0.004406	
1490.187330	-0.001927	-0.008190	
1491.345192	0.000795	-0.007198	
1492.504854	0.004883	-0.006748	
1493.666322	0.010337	-0.010701	
1494.829598	0.008373	-0.013157	
1495.994688	0.014052	-0.016995	
1497.161596	0.003742	-0.028403	
1498.330325	0.005609	-0.032044	
1499.013834	0.010000	-0.030523	
1500.185458	0.014536	-0.033274	
1501.358915	0.014250	-0.031713	
1502.534210	0.006880	-0.033071	
1503.711345	0.009289	-0.038132	
1504.890327	0.005490	-0.044487	
1506.071159	0.000312	-0.052275	
1507.253845	0.004145	-0.054402	
1508.438391	0.008784	-0.058690	
1509.624799	0.021758	-0.049753	
1510.813076	0.016930	-0.046042	
1512.003224	0.016058	-0.039367	
1513.195250	0.016970	-0.034041	
1514.389156	0.011806	-0.037821	
1515.584947	0.004143	-0.046617	
1516.782629	0.000189	-0.049787	
1517.982205	-0.005577	-0.052186	
1519.183680	-0.011144	-0.057047	
1520.387058	-0.003732	-0.047429	
1521.592344	-0.001200	-0.038313	
1522.799543	-0.000464	-0.026952	
1524.008659	0.006827	-0.026549	
1525.219696	0.007608	-0.022289	
